"GEO_ID","NAME","B19013_001E","B19013_001M",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2020 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2020 inflation-adjusted dollars)",
"1500000US360050300006","Block Group 6, Census Tract 300, Bronx County, New York","66381","13787",
"1500000US360050301001","Block Group 1, Census Tract 301, Bronx County, New York","100500","27874",
"1500000US360050301002","Block Group 2, Census Tract 301, Bronx County, New York","19063","6224",
"1500000US360050302011","Block Group 1, Census Tract 302.01, Bronx County, New York","-","**",
"1500000US360050302012","Block Group 2, Census Tract 302.01, Bronx County, New York","-","**",
"1500000US360050302013","Block Group 3, Census Tract 302.01, Bronx County, New York","55417","18162",
"1500000US360050302021","Block Group 1, Census Tract 302.02, Bronx County, New York","62468","21112",
"1500000US360050302022","Block Group 2, Census Tract 302.02, Bronx County, New York","-","**",
"1500000US360050302023","Block Group 3, Census Tract 302.02, Bronx County, New York","67016","6226",
"1500000US360050302024","Block Group 4, Census Tract 302.02, Bronx County, New York","34020","10598",
"1500000US360050307011","Block Group 1, Census Tract 307.01, Bronx County, New York","173846","75668",
"1500000US360050307012","Block Group 2, Census Tract 307.01, Bronx County, New York","125288","35633",
"1500000US360050307013","Block Group 3, Census Tract 307.01, Bronx County, New York","-","**",
"1500000US360050307014","Block Group 4, Census Tract 307.01, Bronx County, New York","175417","91650",
"1500000US360050309000","Block Group 0, Census Tract 309, Bronx County, New York","-","**",
"1500000US360050309001","Block Group 1, Census Tract 309, Bronx County, New York","38971","13556",
"1500000US360050309002","Block Group 2, Census Tract 309, Bronx County, New York","250,000+","***",
"1500000US360050309003","Block Group 3, Census Tract 309, Bronx County, New York","73068","45465",
"1500000US360050309004","Block Group 4, Census Tract 309, Bronx County, New York","117083","69575",
"1500000US360050310001","Block Group 1, Census Tract 310, Bronx County, New York","88517","12397",
"1500000US360050310002","Block Group 2, Census Tract 310, Bronx County, New York","125625","65867",
"1500000US360050310003","Block Group 3, Census Tract 310, Bronx County, New York","100352","12324",
"1500000US360050312001","Block Group 1, Census Tract 312, Bronx County, New York","107546","23547",
"1500000US360050312002","Block Group 2, Census Tract 312, Bronx County, New York","74620","43158",
"1500000US360050314001","Block Group 1, Census Tract 314, Bronx County, New York","92500","51057",
"1500000US360050314002","Block Group 2, Census Tract 314, Bronx County, New York","86912","22710",
"1500000US360050316001","Block Group 1, Census Tract 316, Bronx County, New York","75441","28258",
"1500000US360050316002","Block Group 2, Census Tract 316, Bronx County, New York","83571","56406",
"1500000US360050318001","Block Group 1, Census Tract 318, Bronx County, New York","132463","32780",
"1500000US360050318002","Block Group 2, Census Tract 318, Bronx County, New York","135625","125518",
"1500000US360050319000","Block Group 0, Census Tract 319, Bronx County, New York","-","**",
"1500000US360050319001","Block Group 1, Census Tract 319, Bronx County, New York","-","**",
"1500000US360050323001","Block Group 1, Census Tract 323, Bronx County, New York","101679","27385",
"1500000US360050323002","Block Group 2, Census Tract 323, Bronx County, New York","103077","11027",
"1500000US360050323003","Block Group 3, Census Tract 323, Bronx County, New York","55563","54313",
"1500000US360050323004","Block Group 4, Census Tract 323, Bronx County, New York","57049","52157",
"1500000US360050323005","Block Group 5, Census Tract 323, Bronx County, New York","-","**",
"1500000US360050324001","Block Group 1, Census Tract 324, Bronx County, New York","17849","14602",
"1500000US360050324002","Block Group 2, Census Tract 324, Bronx County, New York","35547","31875",
"1500000US360050326001","Block Group 1, Census Tract 326, Bronx County, New York","86111","45895",
"1500000US360050326002","Block Group 2, Census Tract 326, Bronx County, New York","95813","5916",
"1500000US360050326003","Block Group 3, Census Tract 326, Bronx County, New York","98750","37643",
"1500000US360050328001","Block Group 1, Census Tract 328, Bronx County, New York","36838","22133",
"1500000US360050328002","Block Group 2, Census Tract 328, Bronx County, New York","30417","23348",
"1500000US360050328003","Block Group 3, Census Tract 328, Bronx County, New York","51875","13485",
"1500000US360050328004","Block Group 4, Census Tract 328, Bronx County, New York","40313","22358",
"1500000US360050330001","Block Group 1, Census Tract 330, Bronx County, New York","-","**",
"1500000US360050330002","Block Group 2, Census Tract 330, Bronx County, New York","41401","18482",
"1500000US360050330003","Block Group 3, Census Tract 330, Bronx County, New York","41845","30191",
"1500000US360050330004","Block Group 4, Census Tract 330, Bronx County, New York","46829","19941",
"1500000US360050332011","Block Group 1, Census Tract 332.01, Bronx County, New York","-","**",
"1500000US360050332012","Block Group 2, Census Tract 332.01, Bronx County, New York","45962","30436",
"1500000US360050332013","Block Group 3, Census Tract 332.01, Bronx County, New York","24598","14907",
"1500000US360050332021","Block Group 1, Census Tract 332.02, Bronx County, New York","41538","23866",
"1500000US360050332022","Block Group 2, Census Tract 332.02, Bronx County, New York","74360","17469",
"1500000US360050332023","Block Group 3, Census Tract 332.02, Bronx County, New York","41653","2021",
"1500000US360050332024","Block Group 4, Census Tract 332.02, Bronx County, New York","11815","2372",
"1500000US360050334001","Block Group 1, Census Tract 334, Bronx County, New York","-","**",
"1500000US360050335001","Block Group 1, Census Tract 335, Bronx County, New York","250,000+","***",
"1500000US360050335002","Block Group 2, Census Tract 335, Bronx County, New York","128824","30391",
"1500000US360050335003","Block Group 3, Census Tract 335, Bronx County, New York","92109","44092",
"1500000US360050336011","Block Group 1, Census Tract 336.01, Bronx County, New York","41280","8136",
"1500000US360050336012","Block Group 2, Census Tract 336.01, Bronx County, New York","44127","31975",
"1500000US360050336013","Block Group 3, Census Tract 336.01, Bronx County, New York","43400","9945",
"1500000US360050336014","Block Group 4, Census Tract 336.01, Bronx County, New York","-","**",
"1500000US360050336021","Block Group 1, Census Tract 336.02, Bronx County, New York","51400","20906",
"1500000US360050337001","Block Group 1, Census Tract 337, Bronx County, New York","-","**",
"1500000US360050337002","Block Group 2, Census Tract 337, Bronx County, New York","136042","45585",
"1500000US360050337003","Block Group 3, Census Tract 337, Bronx County, New York","108333","36042",
"1500000US360050338011","Block Group 1, Census Tract 338.01, Bronx County, New York","60785","4348",
"1500000US360050338012","Block Group 2, Census Tract 338.01, Bronx County, New York","75885","23062",
"1500000US360050338021","Block Group 1, Census Tract 338.02, Bronx County, New York","50239","19433",
"1500000US360050340001","Block Group 1, Census Tract 340, Bronx County, New York","51492","16432",
"1500000US360050340002","Block Group 2, Census Tract 340, Bronx County, New York","54583","16087",
"1500000US360050340003","Block Group 3, Census Tract 340, Bronx County, New York","59250","29225",
"1500000US360050340004","Block Group 4, Census Tract 340, Bronx County, New York","82667","14636",
"1500000US360050342001","Block Group 1, Census Tract 342, Bronx County, New York","61250","1198",
"1500000US360050342002","Block Group 2, Census Tract 342, Bronx County, New York","104659","42358",
"1500000US360050343001","Block Group 1, Census Tract 343, Bronx County, New York","95139","9099",
"1500000US360050343002","Block Group 2, Census Tract 343, Bronx County, New York","71331","18330",
"1500000US360050344001","Block Group 1, Census Tract 344, Bronx County, New York","81131","33942",
"1500000US360050344002","Block Group 2, Census Tract 344, Bronx County, New York","48558","29259",
"1500000US360050345001","Block Group 1, Census Tract 345, Bronx County, New York","69432","17560",
"1500000US360050345002","Block Group 2, Census Tract 345, Bronx County, New York","109474","103588",
"1500000US360050345003","Block Group 3, Census Tract 345, Bronx County, New York","135170","30474",
"1500000US360050348001","Block Group 1, Census Tract 348, Bronx County, New York","97970","55533",
"1500000US360050348002","Block Group 2, Census Tract 348, Bronx County, New York","23256","6906",
"1500000US360050348003","Block Group 3, Census Tract 348, Bronx County, New York","113885","42302",
"1500000US360050348004","Block Group 4, Census Tract 348, Bronx County, New York","-","**",
"1500000US360050350001","Block Group 1, Census Tract 350, Bronx County, New York","92813","32632",
"1500000US360050350002","Block Group 2, Census Tract 350, Bronx County, New York","61996","25116",
"1500000US360050351001","Block Group 1, Census Tract 351, Bronx County, New York","122625","28567",
"1500000US360050351002","Block Group 2, Census Tract 351, Bronx County, New York","70720","28464",
"1500000US360050351003","Block Group 3, Census Tract 351, Bronx County, New York","82019","20482",
"1500000US360050356001","Block Group 1, Census Tract 356, Bronx County, New York","97827","33927",
"1500000US360050356002","Block Group 2, Census Tract 356, Bronx County, New York","76724","31383",
"1500000US360050358001","Block Group 1, Census Tract 358, Bronx County, New York","-","**",
"1500000US360050358002","Block Group 2, Census Tract 358, Bronx County, New York","77540","10998",
"1500000US360050358003","Block Group 3, Census Tract 358, Bronx County, New York","-","**",
"1500000US360050358004","Block Group 4, Census Tract 358, Bronx County, New York","78318","27049",
"1500000US360050358005","Block Group 5, Census Tract 358, Bronx County, New York","74176","53198",
"1500000US360050358006","Block Group 6, Census Tract 358, Bronx County, New York","150128","89474",
"1500000US360050358007","Block Group 7, Census Tract 358, Bronx County, New York","-","**",
"1500000US360050359001","Block Group 1, Census Tract 359, Bronx County, New York","26619","6872",
"1500000US360050360001","Block Group 1, Census Tract 360, Bronx County, New York","79826","24582",
"1500000US360050360002","Block Group 2, Census Tract 360, Bronx County, New York","71161","14713",
"1500000US360050360003","Block Group 3, Census Tract 360, Bronx County, New York","87228","86158",
"1500000US360050361001","Block Group 1, Census Tract 361, Bronx County, New York","-","**",
"1500000US360050361002","Block Group 2, Census Tract 361, Bronx County, New York","20057","16913",
"1500000US360050361003","Block Group 3, Census Tract 361, Bronx County, New York","-","**",
"1500000US360050361004","Block Group 4, Census Tract 361, Bronx County, New York","42781","42284",
"1500000US360050361005","Block Group 5, Census Tract 361, Bronx County, New York","23478","9413",
"1500000US360050363001","Block Group 1, Census Tract 363, Bronx County, New York","-","**",
"1500000US360050363002","Block Group 2, Census Tract 363, Bronx County, New York","61250","36766",
"1500000US360050363003","Block Group 3, Census Tract 363, Bronx County, New York","-","**",
"1500000US360050363004","Block Group 4, Census Tract 363, Bronx County, New York","-","**",
"1500000US360050363005","Block Group 5, Census Tract 363, Bronx County, New York","14656","13103",
"1500000US360050363006","Block Group 6, Census Tract 363, Bronx County, New York","27756","9914",
"1500000US360050364001","Block Group 1, Census Tract 364, Bronx County, New York","68661","53997",
"1500000US360050364002","Block Group 2, Census Tract 364, Bronx County, New York","47000","46594",
"1500000US360050364003","Block Group 3, Census Tract 364, Bronx County, New York","80511","47192",
"1500000US360050365011","Block Group 1, Census Tract 365.01, Bronx County, New York","17115","17054",
"1500000US360050365012","Block Group 2, Census Tract 365.01, Bronx County, New York","40682","20780",
"1500000US360050365013","Block Group 3, Census Tract 365.01, Bronx County, New York","40871","6040",
"1500000US360050365021","Block Group 1, Census Tract 365.02, Bronx County, New York","31029","15348",
"1500000US360050365022","Block Group 2, Census Tract 365.02, Bronx County, New York","26875","11828",
"1500000US360050367001","Block Group 1, Census Tract 367, Bronx County, New York","67500","24573",
"1500000US360050367002","Block Group 2, Census Tract 367, Bronx County, New York","24773","15137",
"1500000US360050368001","Block Group 1, Census Tract 368, Bronx County, New York","51618","26219",
"1500000US360050368002","Block Group 2, Census Tract 368, Bronx County, New York","76731","20577",
"1500000US360050369011","Block Group 1, Census Tract 369.01, Bronx County, New York","18472","10667",
"1500000US360050369012","Block Group 2, Census Tract 369.01, Bronx County, New York","25125","11514",
"1500000US360050369021","Block Group 1, Census Tract 369.02, Bronx County, New York","14813","14297",
"1500000US360050369022","Block Group 2, Census Tract 369.02, Bronx County, New York","16667","3892",
"1500000US360050370001","Block Group 1, Census Tract 370, Bronx County, New York","75429","17338",
"1500000US360050370002","Block Group 2, Census Tract 370, Bronx County, New York","58750","38151",
"1500000US360050370003","Block Group 3, Census Tract 370, Bronx County, New York","83750","22360",
"1500000US360050371001","Block Group 1, Census Tract 371, Bronx County, New York","54453","22884",
"1500000US360050371002","Block Group 2, Census Tract 371, Bronx County, New York","-","**",
"1500000US360050371003","Block Group 3, Census Tract 371, Bronx County, New York","12303","5090",
"1500000US360050371004","Block Group 4, Census Tract 371, Bronx County, New York","48821","16505",
"1500000US360050372001","Block Group 1, Census Tract 372, Bronx County, New York","42188","23078",
"1500000US360050372002","Block Group 2, Census Tract 372, Bronx County, New York","52125","22603",
"1500000US360050373001","Block Group 1, Census Tract 373, Bronx County, New York","51615","20364",
"1500000US360050373002","Block Group 2, Census Tract 373, Bronx County, New York","-","**",
"1500000US360050373003","Block Group 3, Census Tract 373, Bronx County, New York","-","**",
"1500000US360050373004","Block Group 4, Census Tract 373, Bronx County, New York","14491","2999",
"1500000US360050374001","Block Group 1, Census Tract 374, Bronx County, New York","-","**",
"1500000US360050374002","Block Group 2, Census Tract 374, Bronx County, New York","35854","8592",
"1500000US360050374003","Block Group 3, Census Tract 374, Bronx County, New York","-","**",
"1500000US360050374004","Block Group 4, Census Tract 374, Bronx County, New York","24954","16149",
"1500000US360050375041","Block Group 1, Census Tract 375.04, Bronx County, New York","-","**",
"1500000US360050375042","Block Group 2, Census Tract 375.04, Bronx County, New York","12255","7102",
"1500000US360050375043","Block Group 3, Census Tract 375.04, Bronx County, New York","34034","9313",
"1500000US360050376001","Block Group 1, Census Tract 376, Bronx County, New York","39438","22550",
"1500000US360050376002","Block Group 2, Census Tract 376, Bronx County, New York","69286","37316",
"1500000US360050378001","Block Group 1, Census Tract 378, Bronx County, New York","58831","22635",
"1500000US360050378002","Block Group 2, Census Tract 378, Bronx County, New York","42261","29914",
"1500000US360050378003","Block Group 3, Census Tract 378, Bronx County, New York","20786","8544",
"1500000US360050379001","Block Group 1, Census Tract 379, Bronx County, New York","30987","19771",
"1500000US360050379002","Block Group 2, Census Tract 379, Bronx County, New York","-","**",
"1500000US360050379003","Block Group 3, Census Tract 379, Bronx County, New York","-","**",
"1500000US360050379004","Block Group 4, Census Tract 379, Bronx County, New York","30038","16633",
"1500000US360050379005","Block Group 5, Census Tract 379, Bronx County, New York","24957","12343",
"1500000US360050380001","Block Group 1, Census Tract 380, Bronx County, New York","51786","23870",
"1500000US360050380002","Block Group 2, Census Tract 380, Bronx County, New York","-","**",
"1500000US360050380003","Block Group 3, Census Tract 380, Bronx County, New York","20366","8783",
"1500000US360050380004","Block Group 4, Census Tract 380, Bronx County, New York","34158","14412",
"1500000US360050381001","Block Group 1, Census Tract 381, Bronx County, New York","56939","29957",
"1500000US360050381002","Block Group 2, Census Tract 381, Bronx County, New York","31667","3536",
"1500000US360050381003","Block Group 3, Census Tract 381, Bronx County, New York","47132","38352",
"1500000US360050381004","Block Group 4, Census Tract 381, Bronx County, New York","55188","44345",
"1500000US360050381005","Block Group 5, Census Tract 381, Bronx County, New York","48955","12518",
"1500000US360050381006","Block Group 6, Census Tract 381, Bronx County, New York","37064","20881",
"1500000US360050382001","Block Group 1, Census Tract 382, Bronx County, New York","53214","33414",
"1500000US360050382002","Block Group 2, Census Tract 382, Bronx County, New York","-","**",
"1500000US360050383011","Block Group 1, Census Tract 383.01, Bronx County, New York","49792","45485",
"1500000US360050383012","Block Group 2, Census Tract 383.01, Bronx County, New York","36389","27462",
"1500000US360050383013","Block Group 3, Census Tract 383.01, Bronx County, New York","47791","5143",
"1500000US360050383031","Block Group 1, Census Tract 383.03, Bronx County, New York","22576","5817",
"1500000US360050383032","Block Group 2, Census Tract 383.03, Bronx County, New York","17683","4547",
"1500000US360050383041","Block Group 1, Census Tract 383.04, Bronx County, New York","12948","12317",
"1500000US360050385001","Block Group 1, Census Tract 385, Bronx County, New York","-","**",
"1500000US360050385002","Block Group 2, Census Tract 385, Bronx County, New York","78594","42886",
"1500000US360050385003","Block Group 3, Census Tract 385, Bronx County, New York","20964","8628",
"1500000US360050385004","Block Group 4, Census Tract 385, Bronx County, New York","17821","7469",
"1500000US360050386001","Block Group 1, Census Tract 386, Bronx County, New York","113722","36653",
"1500000US360050386002","Block Group 2, Census Tract 386, Bronx County, New York","69110","13599",
"1500000US360050386003","Block Group 3, Census Tract 386, Bronx County, New York","28790","13416",
"1500000US360050386004","Block Group 4, Census Tract 386, Bronx County, New York","102808","44531",
"1500000US360050386005","Block Group 5, Census Tract 386, Bronx County, New York","90568","60444",
"1500000US360050386006","Block Group 6, Census Tract 386, Bronx County, New York","60060","38631",
"1500000US360050386007","Block Group 7, Census Tract 386, Bronx County, New York","28724","7612",
"1500000US360050386008","Block Group 8, Census Tract 386, Bronx County, New York","55406","30537",
"1500000US360050387001","Block Group 1, Census Tract 387, Bronx County, New York","37188","10338",
"1500000US360050387002","Block Group 2, Census Tract 387, Bronx County, New York","41382","16815",
"1500000US360050387003","Block Group 3, Census Tract 387, Bronx County, New York","36975","11469",
"1500000US360050388001","Block Group 1, Census Tract 388, Bronx County, New York","62083","16747",
"1500000US360050388002","Block Group 2, Census Tract 388, Bronx County, New York","73854","18640",
"1500000US360050389001","Block Group 1, Census Tract 389, Bronx County, New York","47608","12951",
"1500000US360050389002","Block Group 2, Census Tract 389, Bronx County, New York","17386","10290",
"1500000US360050389003","Block Group 3, Census Tract 389, Bronx County, New York","-","**",
"1500000US360050389004","Block Group 4, Census Tract 389, Bronx County, New York","48043","14259",
"1500000US360050389005","Block Group 5, Census Tract 389, Bronx County, New York","44201","25729",
"1500000US360050390001","Block Group 1, Census Tract 390, Bronx County, New York","46346","8580",
"1500000US360050390002","Block Group 2, Census Tract 390, Bronx County, New York","62969","29808",
"1500000US360050391001","Block Group 1, Census Tract 391, Bronx County, New York","-","**",
"1500000US360050391002","Block Group 2, Census Tract 391, Bronx County, New York","25953","21236",
"1500000US360050391003","Block Group 3, Census Tract 391, Bronx County, New York","18409","11829",
"1500000US360050391004","Block Group 4, Census Tract 391, Bronx County, New York","-","**",
"1500000US360050391005","Block Group 5, Census Tract 391, Bronx County, New York","20927","8001",
"1500000US360050391006","Block Group 6, Census Tract 391, Bronx County, New York","68225","20627",
"1500000US360050392001","Block Group 1, Census Tract 392, Bronx County, New York","51855","27768",
"1500000US360050392002","Block Group 2, Census Tract 392, Bronx County, New York","50597","13893",
"1500000US360050393001","Block Group 1, Census Tract 393, Bronx County, New York","34347","19464",
"1500000US360050393002","Block Group 2, Census Tract 393, Bronx County, New York","-","**",
"1500000US360050393003","Block Group 3, Census Tract 393, Bronx County, New York","17621","12139",
"1500000US360050393004","Block Group 4, Census Tract 393, Bronx County, New York","42525","40896",
"1500000US360050393005","Block Group 5, Census Tract 393, Bronx County, New York","12368","8713",
"1500000US360050393006","Block Group 6, Census Tract 393, Bronx County, New York","33885","17248",
"1500000US360050394001","Block Group 1, Census Tract 394, Bronx County, New York","41250","17289",
"1500000US360050394002","Block Group 2, Census Tract 394, Bronx County, New York","56147","10438",
"1500000US360050394003","Block Group 3, Census Tract 394, Bronx County, New York","85918","13866",
"1500000US360050394004","Block Group 4, Census Tract 394, Bronx County, New York","-","**",
"1500000US360050395001","Block Group 1, Census Tract 395, Bronx County, New York","-","**",
"1500000US360050395002","Block Group 2, Census Tract 395, Bronx County, New York","55357","52249",
"1500000US360050395003","Block Group 3, Census Tract 395, Bronx County, New York","-","**",
"1500000US360050395004","Block Group 4, Census Tract 395, Bronx County, New York","32870","15317",
"1500000US360050396001","Block Group 1, Census Tract 396, Bronx County, New York","36641","27498",
"1500000US360050396002","Block Group 2, Census Tract 396, Bronx County, New York","48339","11300",
"1500000US360050396003","Block Group 3, Census Tract 396, Bronx County, New York","43800","23158",
"1500000US360050396004","Block Group 4, Census Tract 396, Bronx County, New York","30417","24966",
"1500000US360050397001","Block Group 1, Census Tract 397, Bronx County, New York","19881","5781",
"1500000US360050397002","Block Group 2, Census Tract 397, Bronx County, New York","45353","12771",
"1500000US360050398001","Block Group 1, Census Tract 398, Bronx County, New York","-","**",
"1500000US360050398002","Block Group 2, Census Tract 398, Bronx County, New York","34298","27897",
"1500000US360050398003","Block Group 3, Census Tract 398, Bronx County, New York","54966","24333",
"1500000US360050399011","Block Group 1, Census Tract 399.01, Bronx County, New York","36583","17329",
"1500000US360050399012","Block Group 2, Census Tract 399.01, Bronx County, New York","28911","28599",
"1500000US360050399013","Block Group 3, Census Tract 399.01, Bronx County, New York","48167","27095",
"1500000US360050399014","Block Group 4, Census Tract 399.01, Bronx County, New York","36701","25659",
"1500000US360050399015","Block Group 5, Census Tract 399.01, Bronx County, New York","-","**",
"1500000US360050399021","Block Group 1, Census Tract 399.02, Bronx County, New York","40512","4950",
"1500000US360050399022","Block Group 2, Census Tract 399.02, Bronx County, New York","-","**",
"1500000US360050399023","Block Group 3, Census Tract 399.02, Bronx County, New York","52701","5094",
"1500000US360050399024","Block Group 4, Census Tract 399.02, Bronx County, New York","39188","18396",
"1500000US360050399025","Block Group 5, Census Tract 399.02, Bronx County, New York","48750","28524",
"1500000US360050401001","Block Group 1, Census Tract 401, Bronx County, New York","29153","17503",
"1500000US360050401002","Block Group 2, Census Tract 401, Bronx County, New York","33015","20087",
"1500000US360050401003","Block Group 3, Census Tract 401, Bronx County, New York","26135","3741",
"1500000US360050401004","Block Group 4, Census Tract 401, Bronx County, New York","56218","45411",
"1500000US360050401005","Block Group 5, Census Tract 401, Bronx County, New York","-","**",
"1500000US360050403021","Block Group 1, Census Tract 403.02, Bronx County, New York","41335","7421",
"1500000US360050403022","Block Group 2, Census Tract 403.02, Bronx County, New York","36542","9303",
"1500000US360050403023","Block Group 3, Census Tract 403.02, Bronx County, New York","-","**",
"1500000US360050403031","Block Group 1, Census Tract 403.03, Bronx County, New York","27029","13113",
"1500000US360050403032","Block Group 2, Census Tract 403.03, Bronx County, New York","68889","13884",
"1500000US360050403033","Block Group 3, Census Tract 403.03, Bronx County, New York","24236","9014",
"1500000US360050403041","Block Group 1, Census Tract 403.04, Bronx County, New York","23810","23696",
"1500000US360050403042","Block Group 2, Census Tract 403.04, Bronx County, New York","38929","19966",
"1500000US360050403043","Block Group 3, Census Tract 403.04, Bronx County, New York","18000","10059",
"1500000US360050404001","Block Group 1, Census Tract 404, Bronx County, New York","96250","28768",
"1500000US360050404002","Block Group 2, Census Tract 404, Bronx County, New York","37619","35289",
"1500000US360050404003","Block Group 3, Census Tract 404, Bronx County, New York","79904","16663",
"1500000US360050405011","Block Group 1, Census Tract 405.01, Bronx County, New York","36285","22189",
"1500000US360050405012","Block Group 2, Census Tract 405.01, Bronx County, New York","36712","15424",
"1500000US360050405013","Block Group 3, Census Tract 405.01, Bronx County, New York","45027","14392",
"1500000US360050405021","Block Group 1, Census Tract 405.02, Bronx County, New York","46328","12428",
"1500000US360050405022","Block Group 2, Census Tract 405.02, Bronx County, New York","46241","5970",
"1500000US360050405023","Block Group 3, Census Tract 405.02, Bronx County, New York","41172","31873",
"1500000US360050405024","Block Group 4, Census Tract 405.02, Bronx County, New York","-","**",
"1500000US360050405025","Block Group 5, Census Tract 405.02, Bronx County, New York","-","**",
"1500000US360050405026","Block Group 6, Census Tract 405.02, Bronx County, New York","48205","34399",
"1500000US360050406001","Block Group 1, Census Tract 406, Bronx County, New York","41845","35053",
"1500000US360050406002","Block Group 2, Census Tract 406, Bronx County, New York","33026","26557",
"1500000US360050406003","Block Group 3, Census Tract 406, Bronx County, New York","48790","19014",
"1500000US360050407011","Block Group 1, Census Tract 407.01, Bronx County, New York","25724","18973",
"1500000US360050407012","Block Group 2, Census Tract 407.01, Bronx County, New York","35714","25181",
"1500000US360050407013","Block Group 3, Census Tract 407.01, Bronx County, New York","44173","4021",
"1500000US360050407021","Block Group 1, Census Tract 407.02, Bronx County, New York","-","**",
"1500000US360050407022","Block Group 2, Census Tract 407.02, Bronx County, New York","26324","13974",
"1500000US360050407023","Block Group 3, Census Tract 407.02, Bronx County, New York","26944","19246",
"1500000US360050407024","Block Group 4, Census Tract 407.02, Bronx County, New York","47589","30956",
"1500000US360050407025","Block Group 5, Census Tract 407.02, Bronx County, New York","-","**",
"1500000US360050408001","Block Group 1, Census Tract 408, Bronx County, New York","21310","9761",
"1500000US360050408002","Block Group 2, Census Tract 408, Bronx County, New York","-","**",
"1500000US360050408003","Block Group 3, Census Tract 408, Bronx County, New York","40769","23766",
"1500000US360050408004","Block Group 4, Census Tract 408, Bronx County, New York","40288","31020",
"1500000US360050409001","Block Group 1, Census Tract 409, Bronx County, New York","56815","18462",
"1500000US360050409002","Block Group 2, Census Tract 409, Bronx County, New York","105100","49104",
"1500000US360050411001","Block Group 1, Census Tract 411, Bronx County, New York","42625","36310",
"1500000US360050411002","Block Group 2, Census Tract 411, Bronx County, New York","28148","19558",
"1500000US360050411003","Block Group 3, Census Tract 411, Bronx County, New York","36862","6445",
"1500000US360050413001","Block Group 1, Census Tract 413, Bronx County, New York","62292","10843",
"1500000US360050413002","Block Group 2, Census Tract 413, Bronx County, New York","75598","21202",
"1500000US360050413003","Block Group 3, Census Tract 413, Bronx County, New York","44792","24071",
"1500000US360050413004","Block Group 4, Census Tract 413, Bronx County, New York","-","**",
"1500000US360050413005","Block Group 5, Census Tract 413, Bronx County, New York","42212","39516",
"1500000US360050413006","Block Group 6, Census Tract 413, Bronx County, New York","60101","30245",
"1500000US360050413007","Block Group 7, Census Tract 413, Bronx County, New York","54419","22572",
"1500000US360050414001","Block Group 1, Census Tract 414, Bronx County, New York","127910","16364",
"1500000US360050414002","Block Group 2, Census Tract 414, Bronx County, New York","34620","13118",
"1500000US360050414003","Block Group 3, Census Tract 414, Bronx County, New York","49559","5494",
"1500000US360050414004","Block Group 4, Census Tract 414, Bronx County, New York","52163","20084",
"1500000US360050415001","Block Group 1, Census Tract 415, Bronx County, New York","21797","8822",
"1500000US360050415002","Block Group 2, Census Tract 415, Bronx County, New York","60707","15319",
"1500000US360050415003","Block Group 3, Census Tract 415, Bronx County, New York","34962","26133",
"1500000US360050415004","Block Group 4, Census Tract 415, Bronx County, New York","57983","35937",
"1500000US360050415005","Block Group 5, Census Tract 415, Bronx County, New York","55536","44241",
"1500000US360050415006","Block Group 6, Census Tract 415, Bronx County, New York","58389","38075",
"1500000US360050418001","Block Group 1, Census Tract 418, Bronx County, New York","69458","33331",
"1500000US360050418002","Block Group 2, Census Tract 418, Bronx County, New York","75865","74309",
"1500000US360050418003","Block Group 3, Census Tract 418, Bronx County, New York","51044","8572",
"1500000US360050418004","Block Group 4, Census Tract 418, Bronx County, New York","41492","26457",
"1500000US360050419001","Block Group 1, Census Tract 419, Bronx County, New York","55330","29975",
"1500000US360050419002","Block Group 2, Census Tract 419, Bronx County, New York","95094","76954",
"1500000US360050419003","Block Group 3, Census Tract 419, Bronx County, New York","19583","13452",
"1500000US360050419004","Block Group 4, Census Tract 419, Bronx County, New York","42237","32543",
"1500000US360050419005","Block Group 5, Census Tract 419, Bronx County, New York","25167","17215",
"1500000US360050419006","Block Group 6, Census Tract 419, Bronx County, New York","-","**",
"1500000US360050419007","Block Group 7, Census Tract 419, Bronx County, New York","43155","25086",
"1500000US360050420001","Block Group 1, Census Tract 420, Bronx County, New York","50612","18314",
"1500000US360050420002","Block Group 2, Census Tract 420, Bronx County, New York","-","**",
"1500000US360050420003","Block Group 3, Census Tract 420, Bronx County, New York","35833","27830",
"1500000US360050421001","Block Group 1, Census Tract 421, Bronx County, New York","71414","21356",
"1500000US360050421002","Block Group 2, Census Tract 421, Bronx County, New York","32028","11185",
"1500000US360050421003","Block Group 3, Census Tract 421, Bronx County, New York","12578","7299",
"1500000US360050421004","Block Group 4, Census Tract 421, Bronx County, New York","30972","17047",
"1500000US360050421005","Block Group 5, Census Tract 421, Bronx County, New York","45744","35221",
"1500000US360050422001","Block Group 1, Census Tract 422, Bronx County, New York","49750","26199",
"1500000US360050422002","Block Group 2, Census Tract 422, Bronx County, New York","61204","34393",
"1500000US360050423001","Block Group 1, Census Tract 423, Bronx County, New York","39722","23610",
"1500000US360050423002","Block Group 2, Census Tract 423, Bronx County, New York","42232","9767",
"1500000US360050423003","Block Group 3, Census Tract 423, Bronx County, New York","71500","28301",
"1500000US360050424001","Block Group 1, Census Tract 424, Bronx County, New York","86042","26207",
"1500000US360050424002","Block Group 2, Census Tract 424, Bronx County, New York","80054","10393",
"1500000US360050425001","Block Group 1, Census Tract 425, Bronx County, New York","-","**",
